answer_id,question_id,l3_id,l2_id,l1_code,char_count,file_path,mode,status,generated_at
01-diary-1인-가구-일기기록-현실-팁-01,01-diary-1인-가구-일기기록-현실-팁-01,01-diary-1인-가구-일기기록-현실-팁-01,01-diary,01,1511,answers/body/01-diary-1인-가구-일기기록-현실-팁-01.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-번아웃-올-때-일기기록-조절-02,01-diary-번아웃-올-때-일기기록-조절-02,01-diary-번아웃-올-때-일기기록-조절-02,01-diary,01,1693,answers/body/01-diary-번아웃-올-때-일기기록-조절-02.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-비-오는-날-일기기록-대체-활동-03,01-diary-비-오는-날-일기기록-대체-활동-03,01-diary-비-오는-날-일기기록-대체-활동-03,01-diary,01,1667,answers/body/01-diary-비-오는-날-일기기록-대체-활동-03.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-30일-일기기록-챌린지-설계-04,01-diary-30일-일기기록-챌린지-설계-04,01-diary-30일-일기기록-챌린지-설계-04,01-diary,01,1693,answers/body/01-diary-30일-일기기록-챌린지-설계-04.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-꾸준히-하는-일기기록-습관-05,01-diary-꾸준히-하는-일기기록-습관-05,01-diary-꾸준히-하는-일기기록-습관-05,01-diary,01,1692,answers/body/01-diary-꾸준히-하는-일기기록-습관-05.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-계절-바뀔-때-일기기록-변화-06,01-diary-계절-바뀔-때-일기기록-변화-06,01-diary-계절-바뀔-때-일기기록-변화-06,01-diary,01,1596,answers/body/01-diary-계절-바뀔-때-일기기록-변화-06.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-퇴사-후-일기기록-리셋-07,01-diary-퇴사-후-일기기록-리셋-07,01-diary-퇴사-후-일기기록-리셋-07,01-diary,01,1561,answers/body/01-diary-퇴사-후-일기기록-리셋-07.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-20대-일기기록-입문-가이드-08,01-diary-20대-일기기록-입문-가이드-08,01-diary-20대-일기기록-입문-가이드-08,01-diary,01,1693,answers/body/01-diary-20대-일기기록-입문-가이드-08.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-친구랑-함께하는-일기기록-09,01-diary-친구랑-함께하는-일기기록-09,01-diary-친구랑-함께하는-일기기록-09,01-diary,01,1598,answers/body/01-diary-친구랑-함께하는-일기기록-09.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-새해-일기기록-목표-세우기-10,01-diary-새해-일기기록-목표-세우기-10,01-diary-새해-일기기록-목표-세우기-10,01-diary,01,1581,answers/body/01-diary-새해-일기기록-목표-세우기-10.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-처음-일기기록-전에-확인할-것-11,01-diary-처음-일기기록-전에-확인할-것-11,01-diary-처음-일기기록-전에-확인할-것-11,01-diary,01,1668,answers/body/01-diary-처음-일기기록-전에-확인할-것-11.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-직장인-일기기록-시간-관리-12,01-diary-직장인-일기기록-시간-관리-12,01-diary-직장인-일기기록-시간-관리-12,01-diary,01,1692,answers/body/01-diary-직장인-일기기록-시간-관리-12.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-명절연휴-일기기록-준비-13,01-diary-명절연휴-일기기록-준비-13,01-diary-명절연휴-일기기록-준비-13,01-diary,01,1599,answers/body/01-diary-명절연휴-일기기록-준비-13.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-취미로-전환한-일기기록-14,01-diary-취미로-전환한-일기기록-14,01-diary-취미로-전환한-일기기록-14,01-diary,01,1621,answers/body/01-diary-취미로-전환한-일기기록-14.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-30대-일기기록-후기-정리-15,01-diary-30대-일기기록-후기-정리-15,01-diary-30대-일기기록-후기-정리-15,01-diary,01,1523,answers/body/01-diary-30대-일기기록-후기-정리-15.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-혼자-하는-일기기록-장단점-16,01-diary-혼자-하는-일기기록-장단점-16,01-diary-혼자-하는-일기기록-장단점-16,01-diary,01,1579,answers/body/01-diary-혼자-하는-일기기록-장단점-16.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-월급날-후-일기기록-정리-17,01-diary-월급날-후-일기기록-정리-17,01-diary-월급날-후-일기기록-정리-17,01-diary,01,1612,answers/body/01-diary-월급날-후-일기기록-정리-17.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-diary-부담-없이-시작하는-일기기록-18,01-diary-부담-없이-시작하는-일기기록-18,01-diary-부담-없이-시작하는-일기기록-18,01-diary,01,1588,answers/body/01-diary-부담-없이-시작하는-일기기록-18.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-1인-가구-직장인-일상-현실-팁-01,01-work-life-1인-가구-직장인-일상-현실-팁-01,01-work-life-1인-가구-직장인-일상-현실-팁-01,01-work-life,01,1635,answers/body/01-work-life-1인-가구-직장인-일상-현실-팁-01.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-번아웃-올-때-직장인-일상-조절-02,01-work-life-번아웃-올-때-직장인-일상-조절-02,01-work-life-번아웃-올-때-직장인-일상-조절-02,01-work-life,01,1502,answers/body/01-work-life-번아웃-올-때-직장인-일상-조절-02.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-비-오는-날-직장인-일상-대체-활동-03,01-work-life-비-오는-날-직장인-일상-대체-활동-03,01-work-life-비-오는-날-직장인-일상-대체-활동-03,01-work-life,01,1671,answers/body/01-work-life-비-오는-날-직장인-일상-대체-활동-03.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-30일-직장인-일상-챌린지-설계-04,01-work-life-30일-직장인-일상-챌린지-설계-04,01-work-life-30일-직장인-일상-챌린지-설계-04,01-work-life,01,1682,answers/body/01-work-life-30일-직장인-일상-챌린지-설계-04.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-꾸준히-하는-직장인-일상-습관-05,01-work-life-꾸준히-하는-직장인-일상-습관-05,01-work-life-꾸준히-하는-직장인-일상-습관-05,01-work-life,01,1516,answers/body/01-work-life-꾸준히-하는-직장인-일상-습관-05.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-계절-바뀔-때-직장인-일상-변화-06,01-work-life-계절-바뀔-때-직장인-일상-변화-06,01-work-life-계절-바뀔-때-직장인-일상-변화-06,01-work-life,01,1649,answers/body/01-work-life-계절-바뀔-때-직장인-일상-변화-06.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-퇴사-후-직장인-일상-리셋-07,01-work-life-퇴사-후-직장인-일상-리셋-07,01-work-life-퇴사-후-직장인-일상-리셋-07,01-work-life,01,1611,answers/body/01-work-life-퇴사-후-직장인-일상-리셋-07.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-20대-직장인-일상-입문-가이드-08,01-work-life-20대-직장인-일상-입문-가이드-08,01-work-life-20대-직장인-일상-입문-가이드-08,01-work-life,01,1607,answers/body/01-work-life-20대-직장인-일상-입문-가이드-08.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-친구랑-함께하는-직장인-일상-09,01-work-life-친구랑-함께하는-직장인-일상-09,01-work-life-친구랑-함께하는-직장인-일상-09,01-work-life,01,1636,answers/body/01-work-life-친구랑-함께하는-직장인-일상-09.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-새해-직장인-일상-목표-세우기-10,01-work-life-새해-직장인-일상-목표-세우기-10,01-work-life-새해-직장인-일상-목표-세우기-10,01-work-life,01,1638,answers/body/01-work-life-새해-직장인-일상-목표-세우기-10.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-처음-직장인-일상-전에-확인할-것-11,01-work-life-처음-직장인-일상-전에-확인할-것-11,01-work-life-처음-직장인-일상-전에-확인할-것-11,01-work-life,01,1534,answers/body/01-work-life-처음-직장인-일상-전에-확인할-것-11.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-직장인-직장인-일상-시간-관리-12,01-work-life-직장인-직장인-일상-시간-관리-12,01-work-life-직장인-직장인-일상-시간-관리-12,01-work-life,01,1626,answers/body/01-work-life-직장인-직장인-일상-시간-관리-12.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-명절연휴-직장인-일상-준비-13,01-work-life-명절연휴-직장인-일상-준비-13,01-work-life-명절연휴-직장인-일상-준비-13,01-work-life,01,1691,answers/body/01-work-life-명절연휴-직장인-일상-준비-13.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-취미로-전환한-직장인-일상-14,01-work-life-취미로-전환한-직장인-일상-14,01-work-life-취미로-전환한-직장인-일상-14,01-work-life,01,1661,answers/body/01-work-life-취미로-전환한-직장인-일상-14.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-30대-직장인-일상-후기-정리-15,01-work-life-30대-직장인-일상-후기-정리-15,01-work-life-30대-직장인-일상-후기-정리-15,01-work-life,01,1702,answers/body/01-work-life-30대-직장인-일상-후기-정리-15.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-혼자-하는-직장인-일상-장단점-16,01-work-life-혼자-하는-직장인-일상-장단점-16,01-work-life-혼자-하는-직장인-일상-장단점-16,01-work-life,01,1598,answers/body/01-work-life-혼자-하는-직장인-일상-장단점-16.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-월급날-후-직장인-일상-정리-17,01-work-life-월급날-후-직장인-일상-정리-17,01-work-life-월급날-후-직장인-일상-정리-17,01-work-life,01,1608,answers/body/01-work-life-월급날-후-직장인-일상-정리-17.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-work-life-부담-없이-시작하는-직장인-일상-18,01-work-life-부담-없이-시작하는-직장인-일상-18,01-work-life-부담-없이-시작하는-직장인-일상-18,01-work-life,01,1607,answers/body/01-work-life-부담-없이-시작하는-직장인-일상-18.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-퇴근-후-10분-주말휴일-루틴-01,01-weekend-퇴근-후-10분-주말휴일-루틴-01,01-weekend-퇴근-후-10분-주말휴일-루틴-01,01-weekend,01,1549,answers/body/01-weekend-퇴근-후-10분-주말휴일-루틴-01.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-주말만-하는-주말휴일-플랜-02,01-weekend-주말만-하는-주말휴일-플랜-02,01-weekend-주말만-하는-주말휴일-플랜-02,01-weekend,01,1670,answers/body/01-weekend-주말만-하는-주말휴일-플랜-02.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-sns에-올리는-주말휴일-아이디어-03,01-weekend-sns에-올리는-주말휴일-아이디어-03,01-weekend-sns에-올리는-주말휴일-아이디어-03,01-weekend,01,1566,answers/body/01-weekend-sns에-올리는-주말휴일-아이디어-03.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-출근-전-5분-주말휴일-04,01-weekend-출근-전-5분-주말휴일-04,01-weekend-출근-전-5분-주말휴일-04,01-weekend,01,1670,answers/body/01-weekend-출근-전-5분-주말휴일-04.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-1인-가구-주말휴일-현실-팁-05,01-weekend-1인-가구-주말휴일-현실-팁-05,01-weekend-1인-가구-주말휴일-현실-팁-05,01-weekend,01,1620,answers/body/01-weekend-1인-가구-주말휴일-현실-팁-05.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-번아웃-올-때-주말휴일-조절-06,01-weekend-번아웃-올-때-주말휴일-조절-06,01-weekend-번아웃-올-때-주말휴일-조절-06,01-weekend,01,1616,answers/body/01-weekend-번아웃-올-때-주말휴일-조절-06.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-비-오는-날-주말휴일-대체-활동-07,01-weekend-비-오는-날-주말휴일-대체-활동-07,01-weekend-비-오는-날-주말휴일-대체-활동-07,01-weekend,01,1629,answers/body/01-weekend-비-오는-날-주말휴일-대체-활동-07.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-30일-주말휴일-챌린지-설계-08,01-weekend-30일-주말휴일-챌린지-설계-08,01-weekend-30일-주말휴일-챌린지-설계-08,01-weekend,01,1615,answers/body/01-weekend-30일-주말휴일-챌린지-설계-08.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-꾸준히-하는-주말휴일-습관-09,01-weekend-꾸준히-하는-주말휴일-습관-09,01-weekend-꾸준히-하는-주말휴일-습관-09,01-weekend,01,1523,answers/body/01-weekend-꾸준히-하는-주말휴일-습관-09.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-계절-바뀔-때-주말휴일-변화-10,01-weekend-계절-바뀔-때-주말휴일-변화-10,01-weekend-계절-바뀔-때-주말휴일-변화-10,01-weekend,01,1536,answers/body/01-weekend-계절-바뀔-때-주말휴일-변화-10.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-퇴사-후-주말휴일-리셋-11,01-weekend-퇴사-후-주말휴일-리셋-11,01-weekend-퇴사-후-주말휴일-리셋-11,01-weekend,01,1612,answers/body/01-weekend-퇴사-후-주말휴일-리셋-11.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-20대-주말휴일-입문-가이드-12,01-weekend-20대-주말휴일-입문-가이드-12,01-weekend-20대-주말휴일-입문-가이드-12,01-weekend,01,1696,answers/body/01-weekend-20대-주말휴일-입문-가이드-12.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-친구랑-함께하는-주말휴일-13,01-weekend-친구랑-함께하는-주말휴일-13,01-weekend-친구랑-함께하는-주말휴일-13,01-weekend,01,1598,answers/body/01-weekend-친구랑-함께하는-주말휴일-13.md,template,draft,2026-05-20T08:34:51.700914+00:00
01-weekend-새해-주말휴일-목표-세우기-14,01-weekend-새해-주말휴일-목표-세우기-14,01-weekend-새해-주말휴일-목표-세우기-14,01-weekend,01,1681,answers/body/01-weekend-새해-주말휴일-목표-세우기-14.md,template,draft,2026-05-20T08:34:51.700914+00:00
