l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
07-digital-trend-yearly-overview,07-digital-trend,07,yearly-overview,디지털 트렌드 한눈에,올해 디지털 트렌드 흐름,info,start,올해 디지털 흐름입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-shortform-era,07-digital-trend,07,shortform-era,숏폼 콘텐츠 시대,숏폼 시대 콘텐츠 소비 들여다보기,review,issue,숏폼 소비 변화입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-subscription-economy,07-digital-trend,07,subscription-economy,구독 경제 흐름,구독 서비스 전성시대 보기,info,issue,구독 경제 흐름입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-superapp-strategy,07-digital-trend,07,superapp-strategy,슈퍼앱 경쟁 구도,슈퍼앱 전략 무엇이 다른가,info,issue,슈퍼앱 경쟁입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-metaverse-now,07-digital-trend,07,metaverse-now,메타버스 지금은,메타버스 거품 걷힌 현재,review,issue,메타버스 현주소입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-cloud-gaming,07-digital-trend,07,cloud-gaming,클라우드 게임 동향,클라우드 게이밍 어디까지 왔나,info,issue,클라우드 게임 동향입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-digital-nomad-culture,07-digital-trend,07,digital-nomad-culture,디지털 노마드 문화,디지털 노마드 일하는 방식,info,tip,디지털 노마드 문화입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-formfactor-experiments,07-digital-trend,07,formfactor-experiments,폴더블 폼팩터 변화,접는 폰 너머 폼팩터 실험,info,issue,폼팩터 변화입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-creator-economy,07-digital-trend,07,creator-economy,크리에이터 이코노미,창작자 경제 생태계 보기,info,issue,창작자 경제입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-digital-divide,07-digital-trend,07,digital-divide,디지털 격차 문제,디지털 소외 문제 들여다보기,info,issue,디지털 격차 문제입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-digital-reading-shift,07-digital-trend,07,digital-reading-shift,이북 웹소설 소비 트렌드,디지털 독서 소비 변화 들여다보기,review,issue,디지털 독서 변화입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-audio-content-market,07-digital-trend,07,audio-content-market,음성 콘텐츠 시장,오디오 콘텐츠 다시 뜰까,review,issue,오디오 시장 검토입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-trend-reports-reading,07-digital-trend,07,trend-reports-reading,디지털 트렌드 리포트 읽기,트렌드 보고서 찾아 읽는 법,howto,tip,트렌드 리포트 활용입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-genz-digital-habits,07-digital-trend,07,genz-digital-habits,Z세대 디지털 사용법,Z세대는 디지털을 어떻게 쓰나,info,issue,Z세대 디지털 습관입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-digital-trend-year-end-keywords,07-digital-trend,07,year-end-keywords,연말 IT 키워드 결산,올해의 디지털 키워드 결산,news,review,연말 키워드 결산입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
07-gadget-review-ereader-intro,07-gadget-review,07,ereader-intro,전자책 리더기 입문,전자책 단말기 살 만할까,info,start,전자책 단말기 검토입니다.,claude_direct,2026-06-12T06:10:57.262075+00:00
