l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
04-handbags-bag-types-glossary,04-handbags,04,bag-types-glossary,가방 종류별 명칭,토트 호보 크로스 가방 종류 명칭,info,start,가방 종류별 명칭을 정리합니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-first-leather-bag,04-handbags,04,first-leather-bag,첫 가죽 가방 고르기,첫 가죽 가방 살 때 볼 것,checklist,tip,가죽 가방 구매 확인 사항입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-bag-organizing,04-handbags,04,bag-organizing,백인백 수납 정리,가방 속 깔끔하게 정리하는 법,howto,tip,가방 속 정리 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-strap-length-fit,04-handbags,04,strap-length-fit,가방 끈 길이 조절,체형에 맞는 가방 끈 길이,info,tip,끈 길이 조절 기준입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-commuter-backpack-picks,04-handbags,04,commuter-backpack-picks,백팩 직장인 추천,직장인 노트북 백팩 추천,review,review,직장인 백팩 추천입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-bag-storage-method,04-handbags,04,bag-storage-method,가방 보관 방법,모양 안 망가지게 가방 보관하기,howto,tip,가방 보관 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-lighten-bag-load,04-handbags,04,lighten-bag-load,무거운 가방 짐 줄이기,매일 드는 가방 가볍게 만들기,info,tip,가방 짐 줄이는 정리입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-ecobag-care,04-handbags,04,ecobag-care,에코백 활용과 관리,에코백 오래 쓰는 관리법,info,tip,에코백 관리 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-bag-materials,04-handbags,04,bag-materials,가방 소재별 특징,가죽 나일론 캔버스 소재 차이,info,tip,가방 소재별 특징입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-domestic-bag-brands,04-handbags,04,domestic-bag-brands,국내 가방 브랜드 추천,합리적인 국내 가방 브랜드,review,review,국내 가방 브랜드 추천입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-seasonal-bag-switch,04-handbags,04,seasonal-bag-switch,계절별 가방 바꾸기,계절 따라 가방 바꾸는 기준,info,tip,계절별 가방 전환 기준입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-fabric-bag-washing,04-handbags,04,fabric-bag-washing,천 가방 셀프 세탁,천 가방 셀프 세탁 방법,howto,tip,천 가방 세탁 방법입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-crossbag-styling,04-handbags,04,crossbag-styling,크로스백 코디 활용,크로스백 캐주얼 코디 활용,info,tip,크로스백 코디 활용입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-bag-trend-history,04-handbags,04,bag-trend-history,가방 유행 변화 보기,가방 유행은 어떻게 변해왔나,review,review,가방 유행의 흐름입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-handbags-carryon-bag-choice,04-handbags,04,carryon-bag-choice,기내용 가방 고르기,여행 기내용 가방 선택 기준,info,tip,기내용 가방 선택 기준입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-foot-measuring,04-shoes,04,foot-measuring,신발 사이즈 정확히 재기,발 길이 발볼 정확히 재는 법,howto,tip,발 치수 재는 방법입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-breaking-in-shoes,04-shoes,04,breaking-in-shoes,구두 길들이기,새 구두 발 아플 때 길들이기,info,tip,새 구두 길들이기입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-sneaker-cleaning,04-shoes,04,sneaker-cleaning,운동화 세탁 방법,흰 운동화 깨끗하게 세탁하기,howto,tip,운동화 세탁 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-odor-removal,04-shoes,04,odor-removal,신발 냄새 제거,신발 냄새 잡는 관리 요령,howto,tip,신발 냄새 관리입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-dress-shoe-types,04-shoes,04,dress-shoe-types,로퍼 더비 구두 종류,로퍼 더비 옥스포드 구두 구분,info,start,구두 종류 구분입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-boots-storage,04-shoes,04,boots-storage,부츠 계절 보관,부츠 모양 유지하며 보관하기,howto,tip,부츠 보관 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-heel-repair-timing,04-shoes,04,heel-repair-timing,신발 굽 수선 시기,굽 갈아야 할 때와 수선 비용,cost,tip,굽 수선 시기와 비용입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-wide-feet-shoes,04-shoes,04,wide-feet-shoes,발볼 넓은 발 신발,발볼 넓은 사람 신발 고르기,info,tip,발볼 넓은 발 신발 선택입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-shoe-rack-organizing,04-shoes,04,shoe-rack-organizing,신발장 정리 아이디어,신발장 효율적으로 정리하기,info,tip,신발장 정리 아이디어입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-summer-sandals,04-shoes,04,summer-sandals,샌들 여름 신발 선택,여름 샌들 고르는 기준,info,tip,여름 샌들 선택 기준입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-height-insoles,04-shoes,04,height-insoles,키높이 깔창 활용,키높이 깔창 자연스럽게 쓰기,info,tip,키높이 깔창 활용입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-slipon-vs-sneakers,04-shoes,04,slipon-vs-sneakers,슬립온과 스니커즈 비교,슬립온과 스니커즈 활용 비교,compare,compare,두 신발 활용 비교입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-shoe-care-tools,04-shoes,04,shoe-care-tools,구두 관리 용품,구두약 슈트리 관리 용품 입문,info,start,구두 관리 용품 입문입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-shoe-return-rules,04-shoes,04,shoe-return-rules,신발 환불 기준,신어본 신발 교환 환불 될까,info,issue,신발 교환 환불 기준입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-shoes-rainboots-season,04-shoes,04,rainboots-season,레인부츠 장마 활용,장마철 레인부츠 활용하기,info,tip,장마철 레인부츠 활용입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
04-styling-proportion-styling,04-styling,04,proportion-styling,비율 좋아 보이는 코디,다리 길어 보이는 비율 코디 법,info,tip,비율 보정 코디 요령입니다.,claude_direct,2026-06-11T14:44:00.190480+00:00
