l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
11-travel-tips-tips-overview,11-travel-tips,11,tips-overview,여행 꿀팁 모음 안내,알아두면 좋은 여행 꿀팁,info,start,여행 꿀팁 모음입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-seat-selection,11-travel-tips,11,seat-selection,비행기 좌석 고르는 요령,비행기 좌석 어디가 좋을까,info,tip,좌석 선택 요령입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-checkin-timing,11-travel-tips,11,checkin-timing,체크인 시간대 요령,호텔 체크인 타이밍 요령,info,tip,체크인 타이밍입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-late-checkout,11-travel-tips,11,late-checkout,레이트 체크아웃 활용,레이트 체크아웃 받는 법,howto,tip,레이트 체크아웃입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-leftover-coins,11-travel-tips,11,leftover-coins,남은 외화 동전 처리,남은 동전 어떻게 처리할까,info,tip,남은 동전 처리입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-wrinkle-removal,11-travel-tips,11,wrinkle-removal,옷 구김 펴는 요령,다리미 없이 구김 펴기,howto,tip,구김 펴기입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-hotel-laundry,11-travel-tips,11,hotel-laundry,호텔 방 빨래 말리기,호텔에서 빨래 말리는 법,howto,tip,호텔 빨래 요령입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-motion-sickness,11-travel-tips,11,motion-sickness,여행 멀미 대비,멀미 줄이는 준비와 요령,info,tip,멀미 대비입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-fatigue-management,11-travel-tips,11,fatigue-management,여행 피로 줄이기,여행 피로 덜 쌓이게 다니기,info,tip,여행 피로 관리입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
11-travel-tips-free-walking-tours,11-travel-tips,11,free-walking-tours,현지 무료 투어 활용,무료 워킹투어 활용하기,info,tip,무료 투어 활용입니다.,claude_direct,2026-06-12T07:49:31.307506+00:00
